id,popularity,is_playable,linked_from,available_markets,disc_number,duration_ms,explicit,href,name,preview_url,track_number,uri,album.name,album.album_group,album.album_type,album.id,album.uri,album.available_markets,album.href,album.images,album.external_urls.spotify,album.release_date,album.release_date_precision,external_ids.isrc,external_urls.spotify,artists_ids
,,,,,,,,,,,,,,,,,,,,,,,,,,
3Yt1ovsh3v3VEzRuhI1TL5,70.0,True,,,1.0,262736.0,False,https://api.spotify.com/v1/tracks/3Yt1ovsh3v3VEzRuhI1TL5,Joro,https://p.scdn.co/mp3-preview/269db9db4e3302b9a37957f442cbd082ddf68639?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:3Yt1ovsh3v3VEzRuhI1TL5,Joro,,single,1Mj4mLvCC9P4b167keUsRh,spotify:album:1Mj4mLvCC9P4b167keUsRh,,https://api.spotify.com/v1/albums/1Mj4mLvCC9P4b167keUsRh,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27385adb4ee5878b60cbb592f6d'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0285adb4ee5878b60cbb592f6d'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485185adb4ee5878b60cbb592f6d'}]",https://open.spotify.com/album/1Mj4mLvCC9P4b167keUsRh,2019-09-30,day,USRC11901068,https://open.spotify.com/track/3Yt1ovsh3v3VEzRuhI1TL5,3tVQdUvClmAT7URs9V3rsp
0rB91mtiTe3etJ7Q7rABTy,40.0,True,,,1.0,115200.0,False,https://api.spotify.com/v1/tracks/0rB91mtiTe3etJ7Q7rABTy,Deep End Freestyle,https://p.scdn.co/mp3-preview/7672b785f776442dbbccef5c6843675a71541b27?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:0rB91mtiTe3etJ7Q7rABTy,Deep End Freestyle,,single,2LaYYnSZZXINZmQ8pbiQR0,spotify:album:2LaYYnSZZXINZmQ8pbiQR0,,https://api.spotify.com/v1/albums/2LaYYnSZZXINZmQ8pbiQR0,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27305fc10e857610dec31112a2c'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0205fc10e857610dec31112a2c'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485105fc10e857610dec31112a2c'}]",https://open.spotify.com/album/2LaYYnSZZXINZmQ8pbiQR0,2020-04-03,day,USUYG1305011,https://open.spotify.com/track/0rB91mtiTe3etJ7Q7rABTy,"6EPlBSH2RSiettczlz7ihV,6trIghKwHRUyxwvm66HLHH"
4JLBDUYSaOMPYND0iWeSWQ,78.0,True,,,1.0,215280.0,False,https://api.spotify.com/v1/tracks/4JLBDUYSaOMPYND0iWeSWQ,Jenny (I Wanna Ruin Our Friendship),https://p.scdn.co/mp3-preview/fff1a0ab8bab9e055be14f9a8f044ca0ac42f305?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:4JLBDUYSaOMPYND0iWeSWQ,Jenny (I Wanna Ruin Our Friendship),,single,0PTGY2rz75YFy0H1jvibuD,spotify:album:0PTGY2rz75YFy0H1jvibuD,,https://api.spotify.com/v1/albums/0PTGY2rz75YFy0H1jvibuD,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f8c22e6412de45872bd66286'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f8c22e6412de45872bd66286'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f8c22e6412de45872bd66286'}]",https://open.spotify.com/album/0PTGY2rz75YFy0H1jvibuD,2020-12-04,day,GBX2M1300001,https://open.spotify.com/track/4JLBDUYSaOMPYND0iWeSWQ,7avo0PmlW8O1YLEt9DnWQT
4C3tERxkeWu2FQ1N9tqc2o,3.0,True,,,1.0,178583.0,False,https://api.spotify.com/v1/tracks/4C3tERxkeWu2FQ1N9tqc2o,Blow Your Mind (Mwah),https://p.scdn.co/mp3-preview/0d940ee1c5483804bf54d636941e7d8a7f24bfb8?cid=e44e7b8278114c7db211c00ea273ac69,4.0,spotify:track:4C3tERxkeWu2FQ1N9tqc2o,Party Now!,,album,1iPmITltAfeRHowYPzfZZA,spotify:album:1iPmITltAfeRHowYPzfZZA,,https://api.spotify.com/v1/albums/1iPmITltAfeRHowYPzfZZA,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a7765c8543c76426524940e'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026a7765c8543c76426524940e'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516a7765c8543c76426524940e'}]",https://open.spotify.com/album/1iPmITltAfeRHowYPzfZZA,2021-03-19,day,GBAHT1600302,https://open.spotify.com/track/4C3tERxkeWu2FQ1N9tqc2o,6M2wZ9GZgrQXHCFfjv46we
7c223RltkvhN8wrxIqspM5,60.0,True,,,1.0,200826.0,False,https://api.spotify.com/v1/tracks/7c223RltkvhN8wrxIqspM5,Nobody's Perfect,,2.0,spotify:track:7c223RltkvhN8wrxIqspM5,Hannah Montana 2 (Original Soundtrack),,album,2Kl34Wu4F27ptdgtUoErJs,spotify:album:2Kl34Wu4F27ptdgtUoErJs,,https://api.spotify.com/v1/albums/2Kl34Wu4F27ptdgtUoErJs,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e48fb3df960a0d0a4e43bbc3'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e48fb3df960a0d0a4e43bbc3'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e48fb3df960a0d0a4e43bbc3'}]",https://open.spotify.com/album/2Kl34Wu4F27ptdgtUoErJs,2007-06-26,day,USWD10730703,https://open.spotify.com/track/7c223RltkvhN8wrxIqspM5,7nU4hB040gTmHm45YYMvqc
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
4Z0x1GkpVkJwIRiy9IZflC,18.0,True,,,1.0,462857.0,False,https://api.spotify.com/v1/tracks/4Z0x1GkpVkJwIRiy9IZflC,iLwa Ntombo,https://p.scdn.co/mp3-preview/f293369c1248ea199fd95a915865c13901b9beca?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:4Z0x1GkpVkJwIRiy9IZflC,iLwa Ntombo,,single,7tkXvahE0Nt9mXmuyT0IUO,spotify:album:7tkXvahE0Nt9mXmuyT0IUO,,https://api.spotify.com/v1/albums/7tkXvahE0Nt9mXmuyT0IUO,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27350cb3d1e723e57a5792abd45'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0250cb3d1e723e57a5792abd45'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485150cb3d1e723e57a5792abd45'}]",https://open.spotify.com/album/7tkXvahE0Nt9mXmuyT0IUO,2020-12-19,day,ZAC012000442,https://open.spotify.com/track/4Z0x1GkpVkJwIRiy9IZflC,"31SVUq3pcFhIuwnOlz8Ydo,4Ijr6oNjLibby38inghdKO,1bNjWBFWsAAzZSR59lRdpR,0mMqD2uqwvCjFvlzo6ayGi"
,,,,,,,,,,,,,,,,,,,,,,,,,,
3qx1biwxvXVtZKKB6kPhxn,28.0,True,,,1.0,178144.0,False,https://api.spotify.com/v1/tracks/3qx1biwxvXVtZKKB6kPhxn,Maya Bhai,https://p.scdn.co/mp3-preview/cbeab3308dc0383bd914519b3895abafcccadcde?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:3qx1biwxvXVtZKKB6kPhxn,Maya Bhai,,single,7zSDnPgglVUuOOwobZ59A5,spotify:album:7zSDnPgglVUuOOwobZ59A5,,https://api.spotify.com/v1/albums/7zSDnPgglVUuOOwobZ59A5,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735b7caf905b1398a32966be46'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025b7caf905b1398a32966be46'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515b7caf905b1398a32966be46'}]",https://open.spotify.com/album/7zSDnPgglVUuOOwobZ59A5,2021-01-10,day,QZFYX2183729,https://open.spotify.com/track/3qx1biwxvXVtZKKB6kPhxn,72bBlCDUI0rvPo9cDJUY2l
,,,,,,,,,,,,,,,,,,,,,,,,,,
2bL2gyO6kBdLkNSkxXNh6x,80.0,True,,,1.0,231013.0,False,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,Animals,,2.0,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,V,,album,2Auw0pTT6EcQdvHNimhLQI,spotify:album:2Auw0pTT6EcQdvHNimhLQI,,https://api.spotify.com/v1/albums/2Auw0pTT6EcQdvHNimhLQI,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02442b53773d50e1b5369bb16c'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851442b53773d50e1b5369bb16c'}]",https://open.spotify.com/album/2Auw0pTT6EcQdvHNimhLQI,2014-09-02,day,USUM71409576,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,04gDigrS5kc9YWfZHwBETP
5SCyfsUaEDRZeaicOxHjWQ,1.0,True,,,1.0,71209.0,False,https://api.spotify.com/v1/tracks/5SCyfsUaEDRZeaicOxHjWQ,Reality Can Be Whatever I Want,https://p.scdn.co/mp3-preview/f8926ac11ed9d39b04c4f3c895ecf514561661d0?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:5SCyfsUaEDRZeaicOxHjWQ,Reality Can Be Whatever I Want,,single,4H6Iw8pyFPhKvRLvpcuPay,spotify:album:4H6Iw8pyFPhKvRLvpcuPay,,https://api.spotify.com/v1/albums/4H6Iw8pyFPhKvRLvpcuPay,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734789c636aae46d613cd5289c'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024789c636aae46d613cd5289c'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514789c636aae46d613cd5289c'}]",https://open.spotify.com/album/4H6Iw8pyFPhKvRLvpcuPay,2020-10-30,day,QZNWQ2019063,https://open.spotify.com/track/5SCyfsUaEDRZeaicOxHjWQ,55kFqCkq3PWt2vSacPf41Q
4TnjEaWOeW0eKTKIEvJyCa,84.0,True,,,1.0,159381.0,False,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,Falling,https://p.scdn.co/mp3-preview/2f3c7d46278f1f63b8448a5ab871400596abc027?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,Falling,,single,1Czfd5tEby3DbdYNdqzrCa,spotify:album:1Czfd5tEby3DbdYNdqzrCa,,https://api.spotify.com/v1/albums/1Czfd5tEby3DbdYNdqzrCa,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730e4bd9ce99988f3182bf771a'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020e4bd9ce99988f3182bf771a'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510e4bd9ce99988f3182bf771a'}]",https://open.spotify.com/album/1Czfd5tEby3DbdYNdqzrCa,2018-10-05,day,USUYG1221109,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,7uaIm6Pw7xplS8Dy06V6pT
1tkg4EHVoqnhR6iFEXb60y,91.0,True,,,1.0,160000.0,True,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,,15.0,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Shoot For The Stars Aim For The Moon,,album,7e7t0MCrNDcJZsPwUKjmOc,spotify:album:7e7t0MCrNDcJZsPwUKjmOc,,https://api.spotify.com/v1/albums/7e7t0MCrNDcJZsPwUKjmOc,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485177ada0863603903f57b34369'}]",https://open.spotify.com/album/7e7t0MCrNDcJZsPwUKjmOc,2020-07-03,day,USUM72013339,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,0eDvMgVFoNV3TpwtrVCoTj
2nLeVfLE8t3hzHhXkZ6Ez2,65.0,True,,,1.0,172008.0,False,https://api.spotify.com/v1/tracks/2nLeVfLE8t3hzHhXkZ6Ez2,La Câlin,https://p.scdn.co/mp3-preview/51b49e6d0caa588f47a66ab0fe1718c37130f599?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:2nLeVfLE8t3hzHhXkZ6Ez2,La Câlin,,single,3ME8PxSnIu3dwxdCgoP4KF,spotify:album:3ME8PxSnIu3dwxdCgoP4KF,,https://api.spotify.com/v1/albums/3ME8PxSnIu3dwxdCgoP4KF,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d1937fa91b1713b86fa1f225'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d1937fa91b1713b86fa1f225'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d1937fa91b1713b86fa1f225'}]",https://open.spotify.com/album/3ME8PxSnIu3dwxdCgoP4KF,2017-04-10,day,TCADI1715361,https://open.spotify.com/track/2nLeVfLE8t3hzHhXkZ6Ez2,1R2iRWvuwwokMKGHirNGTD
0I1eFRytp4XRhLCjT6tZm7,80.0,True,,,1.0,198213.0,True,https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,https://p.scdn.co/mp3-preview/8f6a577aa9e998b26fb313b58116fdd3dab5a9e6?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,,single,42vd9Cgr89pjb0Jipvaj5d,spotify:album:42vd9Cgr89pjb0Jipvaj5d,,https://api.spotify.com/v1/albums/42vd9Cgr89pjb0Jipvaj5d,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27373b8b921631896395cc3b6b8'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0273b8b921631896395cc3b6b8'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485173b8b921631896395cc3b6b8'}]",https://open.spotify.com/album/42vd9Cgr89pjb0Jipvaj5d,2010-03-14,day,ushm81020595,https://open.spotify.com/track/0I1eFRytp4XRhLCjT6tZm7,7dIpKWlEeAljA20vFJ82RD
75KNSYO7VenFa80dKYlvOK,36.0,True,,,1.0,205766.0,True,https://api.spotify.com/v1/tracks/75KNSYO7VenFa80dKYlvOK,Palhação do Mal,https://p.scdn.co/mp3-preview/cc81f4a30d963fb90381e3ef09052ec2e84bfc20?cid=e44e7b8278114c7db211c00ea273ac69,1.0,spotify:track:75KNSYO7VenFa80dKYlvOK,Palhação do Mal,,single,1ZAQbCKFNZeYzCbhCyUKyp,spotify:album:1ZAQbCKFNZeYzCbhCyUKyp,,https://api.spotify.com/v1/albums/1ZAQbCKFNZeYzCbhCyUKyp,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e0fcb095f594084529b9b1a9'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e0fcb095f594084529b9b1a9'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e0fcb095f594084529b9b1a9'}]",https://open.spotify.com/album/1ZAQbCKFNZeYzCbhCyUKyp,2019-11-08,day,BXKZM1900417,https://open.spotify.com/track/75KNSYO7VenFa80dKYlvOK,35d9HY68hiP3dEPohszJlh
,,,,,,,,,,,,,,,,,,,,,,,,,,
7lQ8MOhq6IN2w8EYcFNSUk,83.0,True,,,1.0,290320.0,True,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,Without Me,,10.0,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,The Eminem Show,,album,2cWBwpqMsDJC1ZUwz813lo,spotify:album:2cWBwpqMsDJC1ZUwz813lo,,https://api.spotify.com/v1/albums/2cWBwpqMsDJC1ZUwz813lo,"[{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026ca5c90113b30c3c43ffb8f4'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516ca5c90113b30c3c43ffb8f4'}]",https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo,2002-05-26,day,USIR10211038,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,7dGJo4pcD2V6oG8kP0tJRR
