id,name,uri,href,external_urls
6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,spotify:artist:6EPlBSH2RSiettczlz7ihV,https://api.spotify.com/v1/artists/6EPlBSH2RSiettczlz7ihV,https://open.spotify.com/artist/6EPlBSH2RSiettczlz7ihV
6trIghKwHRUyxwvm66HLHH,Fousheé,spotify:artist:6trIghKwHRUyxwvm66HLHH,https://api.spotify.com/v1/artists/6trIghKwHRUyxwvm66HLHH,https://open.spotify.com/artist/6trIghKwHRUyxwvm66HLHH
7avo0PmlW8O1YLEt9DnWQT,Studio Killers,spotify:artist:7avo0PmlW8O1YLEt9DnWQT,https://api.spotify.com/v1/artists/7avo0PmlW8O1YLEt9DnWQT,https://open.spotify.com/artist/7avo0PmlW8O1YLEt9DnWQT
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we
7nU4hB040gTmHm45YYMvqc,Hannah Montana,spotify:artist:7nU4hB040gTmHm45YYMvqc,https://api.spotify.com/v1/artists/7nU4hB040gTmHm45YYMvqc,https://open.spotify.com/artist/7nU4hB040gTmHm45YYMvqc
31SVUq3pcFhIuwnOlz8Ydo,Bobo Mbhele,spotify:artist:31SVUq3pcFhIuwnOlz8Ydo,https://api.spotify.com/v1/artists/31SVUq3pcFhIuwnOlz8Ydo,https://open.spotify.com/artist/31SVUq3pcFhIuwnOlz8Ydo
4Ijr6oNjLibby38inghdKO,Visca,spotify:artist:4Ijr6oNjLibby38inghdKO,https://api.spotify.com/v1/artists/4Ijr6oNjLibby38inghdKO,https://open.spotify.com/artist/4Ijr6oNjLibby38inghdKO
1bNjWBFWsAAzZSR59lRdpR,Kabza De Small,spotify:artist:1bNjWBFWsAAzZSR59lRdpR,https://api.spotify.com/v1/artists/1bNjWBFWsAAzZSR59lRdpR,https://open.spotify.com/artist/1bNjWBFWsAAzZSR59lRdpR
0mMqD2uqwvCjFvlzo6ayGi,DJ Maphorisa,spotify:artist:0mMqD2uqwvCjFvlzo6ayGi,https://api.spotify.com/v1/artists/0mMqD2uqwvCjFvlzo6ayGi,https://open.spotify.com/artist/0mMqD2uqwvCjFvlzo6ayGi
72bBlCDUI0rvPo9cDJUY2l,Subodh Su2,spotify:artist:72bBlCDUI0rvPo9cDJUY2l,https://api.spotify.com/v1/artists/72bBlCDUI0rvPo9cDJUY2l,https://open.spotify.com/artist/72bBlCDUI0rvPo9cDJUY2l
04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP
55kFqCkq3PWt2vSacPf41Q,TypeHeat,spotify:artist:55kFqCkq3PWt2vSacPf41Q,https://api.spotify.com/v1/artists/55kFqCkq3PWt2vSacPf41Q,https://open.spotify.com/artist/55kFqCkq3PWt2vSacPf41Q
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT,https://api.spotify.com/v1/artists/7uaIm6Pw7xplS8Dy06V6pT,https://open.spotify.com/artist/7uaIm6Pw7xplS8Dy06V6pT
1R2iRWvuwwokMKGHirNGTD,Serhat Durmus,spotify:artist:1R2iRWvuwwokMKGHirNGTD,https://api.spotify.com/v1/artists/1R2iRWvuwwokMKGHirNGTD,https://open.spotify.com/artist/1R2iRWvuwwokMKGHirNGTD
7dIpKWlEeAljA20vFJ82RD,Roar,spotify:artist:7dIpKWlEeAljA20vFJ82RD,https://api.spotify.com/v1/artists/7dIpKWlEeAljA20vFJ82RD,https://open.spotify.com/artist/7dIpKWlEeAljA20vFJ82RD
35d9HY68hiP3dEPohszJlh,MC Madan,spotify:artist:35d9HY68hiP3dEPohszJlh,https://api.spotify.com/v1/artists/35d9HY68hiP3dEPohszJlh,https://open.spotify.com/artist/35d9HY68hiP3dEPohszJlh
7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,https://api.spotify.com/v1/artists/5Y5TRrQiqgUO4S36tzjIRZ,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ
4llAOeA6kEF4ytaB2fsmcW,Lemon Demon,spotify:artist:4llAOeA6kEF4ytaB2fsmcW,https://api.spotify.com/v1/artists/4llAOeA6kEF4ytaB2fsmcW,https://open.spotify.com/artist/4llAOeA6kEF4ytaB2fsmcW
2feDdbD5araYcm6JhFHHw7,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7
0hu94twCEudpR1Zj2qOHWC,Judubre,spotify:artist:0hu94twCEudpR1Zj2qOHWC,https://api.spotify.com/v1/artists/0hu94twCEudpR1Zj2qOHWC,https://open.spotify.com/artist/0hu94twCEudpR1Zj2qOHWC
7iDtJkNeuBUsUU03UMzZzE,Ese Té,spotify:artist:7iDtJkNeuBUsUU03UMzZzE,https://api.spotify.com/v1/artists/7iDtJkNeuBUsUU03UMzZzE,https://open.spotify.com/artist/7iDtJkNeuBUsUU03UMzZzE
2u1VkhuQOhZZfZHU1nff4J,Mpro,spotify:artist:2u1VkhuQOhZZfZHU1nff4J,https://api.spotify.com/v1/artists/2u1VkhuQOhZZfZHU1nff4J,https://open.spotify.com/artist/2u1VkhuQOhZZfZHU1nff4J
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai
4D75GcNG95ebPtNvoNVXhz,Afrojack,spotify:artist:4D75GcNG95ebPtNvoNVXhz,https://api.spotify.com/v1/artists/4D75GcNG95ebPtNvoNVXhz,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,spotify:artist:64M6ah0SkkRsnPGtGiRAbb,https://api.spotify.com/v1/artists/64M6ah0SkkRsnPGtGiRAbb,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh
1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d
64EHXDoln95lnccszdPum0,Royal & the Serpent,spotify:artist:64EHXDoln95lnccszdPum0,https://api.spotify.com/v1/artists/64EHXDoln95lnccszdPum0,https://open.spotify.com/artist/64EHXDoln95lnccszdPum0
2lD1D6eEh7xQdBtnl2Ik7Y,Hildur Guðnadóttir,spotify:artist:2lD1D6eEh7xQdBtnl2Ik7Y,https://api.spotify.com/v1/artists/2lD1D6eEh7xQdBtnl2Ik7Y,https://open.spotify.com/artist/2lD1D6eEh7xQdBtnl2Ik7Y
40rMXLZxOfSkzacnuHAGdW,DanceToTik,spotify:artist:40rMXLZxOfSkzacnuHAGdW,https://api.spotify.com/v1/artists/40rMXLZxOfSkzacnuHAGdW,https://open.spotify.com/artist/40rMXLZxOfSkzacnuHAGdW
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,https://api.spotify.com/v1/artists/20JZFwl6HVl6yg8a4H3ZqK,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK
5QIyBglX5drRFMeabjdhpS,Leo Desouza,spotify:artist:5QIyBglX5drRFMeabjdhpS,https://api.spotify.com/v1/artists/5QIyBglX5drRFMeabjdhpS,https://open.spotify.com/artist/5QIyBglX5drRFMeabjdhpS
6WQPAu0zOLAgHHeE1lmSvw,Sundar Narayana Rao,spotify:artist:6WQPAu0zOLAgHHeE1lmSvw,https://api.spotify.com/v1/artists/6WQPAu0zOLAgHHeE1lmSvw,https://open.spotify.com/artist/6WQPAu0zOLAgHHeE1lmSvw
7yntSJ6uojO3z6GFUVwhAW,CORPSE,spotify:artist:7yntSJ6uojO3z6GFUVwhAW,https://api.spotify.com/v1/artists/7yntSJ6uojO3z6GFUVwhAW,https://open.spotify.com/artist/7yntSJ6uojO3z6GFUVwhAW
0x7qiZJaal6j8qS7yCydFk,Savage Ga$p,spotify:artist:0x7qiZJaal6j8qS7yCydFk,https://api.spotify.com/v1/artists/0x7qiZJaal6j8qS7yCydFk,https://open.spotify.com/artist/0x7qiZJaal6j8qS7yCydFk
2pV4eqEWsHrgwSbuAg2fmi,MC Teteu,spotify:artist:2pV4eqEWsHrgwSbuAg2fmi,https://api.spotify.com/v1/artists/2pV4eqEWsHrgwSbuAg2fmi,https://open.spotify.com/artist/2pV4eqEWsHrgwSbuAg2fmi
5KYEMMz9O9iLIESifKAEOp,WhoHeem,spotify:artist:5KYEMMz9O9iLIESifKAEOp,https://api.spotify.com/v1/artists/5KYEMMz9O9iLIESifKAEOp,https://open.spotify.com/artist/5KYEMMz9O9iLIESifKAEOp
65lnOtC17SrJDt6CYdixJI,Edy Lemond,spotify:artist:65lnOtC17SrJDt6CYdixJI,https://api.spotify.com/v1/artists/65lnOtC17SrJDt6CYdixJI,https://open.spotify.com/artist/65lnOtC17SrJDt6CYdixJI
1cNPXWhKfjI0fT5EMCnamR,Dj Guuga,spotify:artist:1cNPXWhKfjI0fT5EMCnamR,https://api.spotify.com/v1/artists/1cNPXWhKfjI0fT5EMCnamR,https://open.spotify.com/artist/1cNPXWhKfjI0fT5EMCnamR
2zWqENF4cnsd1nLmraG9IE,DJ Lucas Beat,spotify:artist:2zWqENF4cnsd1nLmraG9IE,https://api.spotify.com/v1/artists/2zWqENF4cnsd1nLmraG9IE,https://open.spotify.com/artist/2zWqENF4cnsd1nLmraG9IE
1mAjrDuYNJU2ilt49OITNK,Ander Huang,spotify:artist:1mAjrDuYNJU2ilt49OITNK,https://api.spotify.com/v1/artists/1mAjrDuYNJU2ilt49OITNK,https://open.spotify.com/artist/1mAjrDuYNJU2ilt49OITNK
0GsKVW9sqbA6UjmTQakusR,DJ Kuromi,spotify:artist:0GsKVW9sqbA6UjmTQakusR,https://api.spotify.com/v1/artists/0GsKVW9sqbA6UjmTQakusR,https://open.spotify.com/artist/0GsKVW9sqbA6UjmTQakusR
3Oim8XBPbznAa8Jj8QzNc8,Cults,spotify:artist:3Oim8XBPbznAa8Jj8QzNc8,https://api.spotify.com/v1/artists/3Oim8XBPbznAa8Jj8QzNc8,https://open.spotify.com/artist/3Oim8XBPbznAa8Jj8QzNc8
05UwRaoOjJPuGzCtawrORF,Euge Groove,spotify:artist:05UwRaoOjJPuGzCtawrORF,https://api.spotify.com/v1/artists/05UwRaoOjJPuGzCtawrORF,https://open.spotify.com/artist/05UwRaoOjJPuGzCtawrORF
5F2Jw5FZF3EEgjW55QNnJn,Burimkosa,spotify:artist:5F2Jw5FZF3EEgjW55QNnJn,https://api.spotify.com/v1/artists/5F2Jw5FZF3EEgjW55QNnJn,https://open.spotify.com/artist/5F2Jw5FZF3EEgjW55QNnJn
7M3xY5iHSzEtoL3FpqOD75,Garry Sandhu,spotify:artist:7M3xY5iHSzEtoL3FpqOD75,https://api.spotify.com/v1/artists/7M3xY5iHSzEtoL3FpqOD75,https://open.spotify.com/artist/7M3xY5iHSzEtoL3FpqOD75
4z0z82pXirH1TrygipQlOo,Afsana Khan,spotify:artist:4z0z82pXirH1TrygipQlOo,https://api.spotify.com/v1/artists/4z0z82pXirH1TrygipQlOo,https://open.spotify.com/artist/4z0z82pXirH1TrygipQlOo
6qJ61DomA73g7jQEKESw9Z,Noisecontrollers,spotify:artist:6qJ61DomA73g7jQEKESw9Z,https://api.spotify.com/v1/artists/6qJ61DomA73g7jQEKESw9Z,https://open.spotify.com/artist/6qJ61DomA73g7jQEKESw9Z
6JiodYa8Ygs4g44z03RK3m,M.S. Art,spotify:artist:6JiodYa8Ygs4g44z03RK3m,https://api.spotify.com/v1/artists/6JiodYa8Ygs4g44z03RK3m,https://open.spotify.com/artist/6JiodYa8Ygs4g44z03RK3m
6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,https://api.spotify.com/v1/artists/1yxSLGMDHlW21z4YXirZDS,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS
12rBrcOPP50qIan8ew4iTP,Deep Chills,spotify:artist:12rBrcOPP50qIan8ew4iTP,https://api.spotify.com/v1/artists/12rBrcOPP50qIan8ew4iTP,https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP
2ol1cb6xyYpaxRTUsl1CYN,IVIE,spotify:artist:2ol1cb6xyYpaxRTUsl1CYN,https://api.spotify.com/v1/artists/2ol1cb6xyYpaxRTUsl1CYN,https://open.spotify.com/artist/2ol1cb6xyYpaxRTUsl1CYN
2THAOBlflMw07ybGtsKCjn,Prageeth Perera,spotify:artist:2THAOBlflMw07ybGtsKCjn,https://api.spotify.com/v1/artists/2THAOBlflMw07ybGtsKCjn,https://open.spotify.com/artist/2THAOBlflMw07ybGtsKCjn
0NeC6ploeJUq8oDwYQjNPS,Bomfunk MC's,spotify:artist:0NeC6ploeJUq8oDwYQjNPS,https://api.spotify.com/v1/artists/0NeC6ploeJUq8oDwYQjNPS,https://open.spotify.com/artist/0NeC6ploeJUq8oDwYQjNPS
7sVQKNtdP2NylxMgbNOJMM,Goldfinger,spotify:artist:7sVQKNtdP2NylxMgbNOJMM,https://api.spotify.com/v1/artists/7sVQKNtdP2NylxMgbNOJMM,https://open.spotify.com/artist/7sVQKNtdP2NylxMgbNOJMM
7dWYWUbO68rXJOcyA7SpJk,Fort Minor,spotify:artist:7dWYWUbO68rXJOcyA7SpJk,https://api.spotify.com/v1/artists/7dWYWUbO68rXJOcyA7SpJk,https://open.spotify.com/artist/7dWYWUbO68rXJOcyA7SpJk
5bf6yYgHODBW5EreBZshpX,Styles Of Beyond,spotify:artist:5bf6yYgHODBW5EreBZshpX,https://api.spotify.com/v1/artists/5bf6yYgHODBW5EreBZshpX,https://open.spotify.com/artist/5bf6yYgHODBW5EreBZshpX
3WYkULuwVr6K98AQ2s3SYt,Young Fanatic,spotify:artist:3WYkULuwVr6K98AQ2s3SYt,https://api.spotify.com/v1/artists/3WYkULuwVr6K98AQ2s3SYt,https://open.spotify.com/artist/3WYkULuwVr6K98AQ2s3SYt
0BHo5QBLAjH32hoe4xHGYq,Elilluminari,spotify:artist:0BHo5QBLAjH32hoe4xHGYq,https://api.spotify.com/v1/artists/0BHo5QBLAjH32hoe4xHGYq,https://open.spotify.com/artist/0BHo5QBLAjH32hoe4xHGYq
2NLseG7xyv3fHY5U8AUntx,Kenndog,spotify:artist:2NLseG7xyv3fHY5U8AUntx,https://api.spotify.com/v1/artists/2NLseG7xyv3fHY5U8AUntx,https://open.spotify.com/artist/2NLseG7xyv3fHY5U8AUntx
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ,https://api.spotify.com/v1/artists/0H39MdGGX6dbnnQPt6NQkZ,https://open.spotify.com/artist/0H39MdGGX6dbnnQPt6NQkZ
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,https://api.spotify.com/v1/artists/1vyhD5VmyZ7KMfW5gqLgo5,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5
5rGrDvrLOV2VV8SCFVGWlj,Imanbek,spotify:artist:5rGrDvrLOV2VV8SCFVGWlj,https://api.spotify.com/v1/artists/5rGrDvrLOV2VV8SCFVGWlj,https://open.spotify.com/artist/5rGrDvrLOV2VV8SCFVGWlj
70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,https://api.spotify.com/v1/artists/70B80Lwx2sxti0M1Ng9e8K,https://open.spotify.com/artist/70B80Lwx2sxti0M1Ng9e8K
0Tn7oEmE8zDUR340Doo9zl,Aamir Khan,spotify:artist:0Tn7oEmE8zDUR340Doo9zl,https://api.spotify.com/v1/artists/0Tn7oEmE8zDUR340Doo9zl,https://open.spotify.com/artist/0Tn7oEmE8zDUR340Doo9zl
1ZWh3U5n88mNGhOGNqTWy4,Shankar Madhavan,spotify:artist:1ZWh3U5n88mNGhOGNqTWy4,https://api.spotify.com/v1/artists/1ZWh3U5n88mNGhOGNqTWy4,https://open.spotify.com/artist/1ZWh3U5n88mNGhOGNqTWy4
6qrqAYlS6lUj2BVXax7SZW,Mc Jacaré,spotify:artist:6qrqAYlS6lUj2BVXax7SZW,https://api.spotify.com/v1/artists/6qrqAYlS6lUj2BVXax7SZW,https://open.spotify.com/artist/6qrqAYlS6lUj2BVXax7SZW
3lg2ifStDpwfnvFIQYys6x,Seven 13,spotify:artist:3lg2ifStDpwfnvFIQYys6x,https://api.spotify.com/v1/artists/3lg2ifStDpwfnvFIQYys6x,https://open.spotify.com/artist/3lg2ifStDpwfnvFIQYys6x
3KwmxIhSe9UTSEF37kwngR,SHAED,spotify:artist:3KwmxIhSe9UTSEF37kwngR,https://api.spotify.com/v1/artists/3KwmxIhSe9UTSEF37kwngR,https://open.spotify.com/artist/3KwmxIhSe9UTSEF37kwngR
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81
2bpkThEPVrkcoAJpTFAVLR,Cele,spotify:artist:2bpkThEPVrkcoAJpTFAVLR,https://api.spotify.com/v1/artists/2bpkThEPVrkcoAJpTFAVLR,https://open.spotify.com/artist/2bpkThEPVrkcoAJpTFAVLR
1hUvMU3Sw9PKvnwftPtx8S,La Nevula23 Productor,spotify:artist:1hUvMU3Sw9PKvnwftPtx8S,https://api.spotify.com/v1/artists/1hUvMU3Sw9PKvnwftPtx8S,https://open.spotify.com/artist/1hUvMU3Sw9PKvnwftPtx8S
7GxDSkzO9cp1E7nYeaE2OR,La Niña23,spotify:artist:7GxDSkzO9cp1E7nYeaE2OR,https://api.spotify.com/v1/artists/7GxDSkzO9cp1E7nYeaE2OR,https://open.spotify.com/artist/7GxDSkzO9cp1E7nYeaE2OR
3CQIn7N5CuRDP8wEI7FiDA,Runâ€“D.M.C.,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA,https://api.spotify.com/v1/artists/3CQIn7N5CuRDP8wEI7FiDA,https://open.spotify.com/artist/3CQIn7N5CuRDP8wEI7FiDA
0EcONmi2k83CgN8qbnTCSr,Cekay Pellegrini,spotify:artist:0EcONmi2k83CgN8qbnTCSr,https://api.spotify.com/v1/artists/0EcONmi2k83CgN8qbnTCSr,https://open.spotify.com/artist/0EcONmi2k83CgN8qbnTCSr
36IZOYAiNXlU6SGwtE8nOU,WicoSanii,spotify:artist:36IZOYAiNXlU6SGwtE8nOU,https://api.spotify.com/v1/artists/36IZOYAiNXlU6SGwtE8nOU,https://open.spotify.com/artist/36IZOYAiNXlU6SGwtE8nOU
1dzkTaQ9fvILegmn69rwQQ,CK Pellegrini,spotify:artist:1dzkTaQ9fvILegmn69rwQQ,https://api.spotify.com/v1/artists/1dzkTaQ9fvILegmn69rwQQ,https://open.spotify.com/artist/1dzkTaQ9fvILegmn69rwQQ
0NB5HROxc8dDBXpkIi1v3d,Remi Wolf,spotify:artist:0NB5HROxc8dDBXpkIi1v3d,https://api.spotify.com/v1/artists/0NB5HROxc8dDBXpkIi1v3d,https://open.spotify.com/artist/0NB5HROxc8dDBXpkIi1v3d
6CTStccOisUTgXVrtCIANm,Ricky Desktop,spotify:artist:6CTStccOisUTgXVrtCIANm,https://api.spotify.com/v1/artists/6CTStccOisUTgXVrtCIANm,https://open.spotify.com/artist/6CTStccOisUTgXVrtCIANm
2B7dcjOAJTVHcx2sqFq5rh,Pramoth Ganearachchi,spotify:artist:2B7dcjOAJTVHcx2sqFq5rh,https://api.spotify.com/v1/artists/2B7dcjOAJTVHcx2sqFq5rh,https://open.spotify.com/artist/2B7dcjOAJTVHcx2sqFq5rh
4UCkHOcOElTU84opFV3ZLt,Asanjaya Weerasinghe,spotify:artist:4UCkHOcOElTU84opFV3ZLt,https://api.spotify.com/v1/artists/4UCkHOcOElTU84opFV3ZLt,https://open.spotify.com/artist/4UCkHOcOElTU84opFV3ZLt
2efqviq8o3fVYlXqmVoWch,Deshan Vilege,spotify:artist:2efqviq8o3fVYlXqmVoWch,https://api.spotify.com/v1/artists/2efqviq8o3fVYlXqmVoWch,https://open.spotify.com/artist/2efqviq8o3fVYlXqmVoWch
2d7CeM4KaY6QlrZ6AFGR1i,Thuwan Inzamam,spotify:artist:2d7CeM4KaY6QlrZ6AFGR1i,https://api.spotify.com/v1/artists/2d7CeM4KaY6QlrZ6AFGR1i,https://open.spotify.com/artist/2d7CeM4KaY6QlrZ6AFGR1i
3RThWxnHbyN5Hvkr66eYj7,Busiswa,spotify:artist:3RThWxnHbyN5Hvkr66eYj7,https://api.spotify.com/v1/artists/3RThWxnHbyN5Hvkr66eYj7,https://open.spotify.com/artist/3RThWxnHbyN5Hvkr66eYj7
2Sk69W0GQYhDKFucnBpZsc,Zingah,spotify:artist:2Sk69W0GQYhDKFucnBpZsc,https://api.spotify.com/v1/artists/2Sk69W0GQYhDKFucnBpZsc,https://open.spotify.com/artist/2Sk69W0GQYhDKFucnBpZsc
3fdFRgy3GmfiWQqeKbmFS8,Mas Musiq,spotify:artist:3fdFRgy3GmfiWQqeKbmFS8,https://api.spotify.com/v1/artists/3fdFRgy3GmfiWQqeKbmFS8,https://open.spotify.com/artist/3fdFRgy3GmfiWQqeKbmFS8
4tpUmLEVLCGFr93o8hFFIB,Blondie,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,https://api.spotify.com/v1/artists/4tpUmLEVLCGFr93o8hFFIB,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB
3DN7OJUQmcj8YAwNaOaiEZ,John Wolf,spotify:artist:3DN7OJUQmcj8YAwNaOaiEZ,https://api.spotify.com/v1/artists/3DN7OJUQmcj8YAwNaOaiEZ,https://open.spotify.com/artist/3DN7OJUQmcj8YAwNaOaiEZ
4IVfE4yiJWtvlXxILnn4YF,Ron Jappy,spotify:artist:4IVfE4yiJWtvlXxILnn4YF,https://api.spotify.com/v1/artists/4IVfE4yiJWtvlXxILnn4YF,https://open.spotify.com/artist/4IVfE4yiJWtvlXxILnn4YF
0cKrM2XKF7wxyfEQDauvyQ,DJ Godfather,spotify:artist:0cKrM2XKF7wxyfEQDauvyQ,https://api.spotify.com/v1/artists/0cKrM2XKF7wxyfEQDauvyQ,https://open.spotify.com/artist/0cKrM2XKF7wxyfEQDauvyQ
7pFeBzX627ff0VnN6bxPR4,Desiigner,spotify:artist:7pFeBzX627ff0VnN6bxPR4,https://api.spotify.com/v1/artists/7pFeBzX627ff0VnN6bxPR4,https://open.spotify.com/artist/7pFeBzX627ff0VnN6bxPR4
5oAjLXTvB7VDWn3Up9LYcQ,Luca Lush,spotify:artist:5oAjLXTvB7VDWn3Up9LYcQ,https://api.spotify.com/v1/artists/5oAjLXTvB7VDWn3Up9LYcQ,https://open.spotify.com/artist/5oAjLXTvB7VDWn3Up9LYcQ
2PWu3zC7ND76zqHvcettp3,Larm Wolke,spotify:artist:2PWu3zC7ND76zqHvcettp3,https://api.spotify.com/v1/artists/2PWu3zC7ND76zqHvcettp3,https://open.spotify.com/artist/2PWu3zC7ND76zqHvcettp3
1xJHO26o96m0EIcUX9MGZD,Mc Arco Íris,spotify:artist:1xJHO26o96m0EIcUX9MGZD,https://api.spotify.com/v1/artists/1xJHO26o96m0EIcUX9MGZD,https://open.spotify.com/artist/1xJHO26o96m0EIcUX9MGZD
